STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2025-Q1,,117.648,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2025-Q2,,117.987,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2025-Q3,,118.499,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2025-Q4,,121.017,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2023-Q1,,112.060,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2023-Q2,,112.893,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2023-Q3,,113.670,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2023-Q4,,113.174,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2024-Q1,,113.153,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2024-Q2,,113.499,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2024-Q3,,113.907,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2024-Q4,,114.187,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q1,,114.488,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q2,,114.484,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q3,,115.112,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q4,,116.138,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q1,,108.765,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q2,,110.146,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q3,,110.607,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q4,,111.673,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q1,,111.415,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q2,,110.966,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q3,,112.292,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q4,,112.301,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q1,,112.519,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q2,,112.437,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q3,,112.736,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q4,,113.302,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q1,,123.348,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q2,,124.451,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q3,,125.910,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q4,,126.979,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q1,,130.394,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q2,,130.580,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q3,,130.050,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q4,,130.658,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q1,,132.571,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q2,,135.405,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q3,,137.716,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q4,,141.170,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2023-Q1,,109.832,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2023-Q2,,111.580,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2023-Q3,,112.091,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2023-Q4,,112.360,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2024-Q1,,113.026,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2024-Q2,,112.902,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2024-Q3,,113.526,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2024-Q4,,114.189,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2025-Q1,,114.509,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2025-Q2,,115.411,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2025-Q3,,115.804,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2025-Q4,,116.611,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2023-Q1,,134.814,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2023-Q2,,135.734,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2023-Q3,,135.482,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2023-Q4,,137.469,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2024-Q1,,136.919,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2024-Q2,,139.125,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2024-Q3,,140.641,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2024-Q4,,140.342,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2025-Q1,,141.782,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2025-Q2,,143.131,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2025-Q3,,144.534,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2025-Q4,,144.371,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2023-Q1,,119.146,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2023-Q2,,122.424,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2023-Q3,,122.314,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2023-Q4,,123.389,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2024-Q1,,122.395,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2024-Q2,,125.583,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2024-Q3,,127.443,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2024-Q4,,128.645,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2025-Q1,,128.789,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2025-Q2,,128.872,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2025-Q3,,130.767,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2025-Q4,,133.613,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2023-Q1,,128.550,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2023-Q2,,125.357,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2023-Q3,,124.777,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2023-Q4,,126.364,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2024-Q1,,127.091,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2024-Q2,,129.320,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2024-Q3,,127.963,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2024-Q4,,130.565,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2025-Q1,,131.059,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2025-Q2,,132.506,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2025-Q3,,133.991,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2025-Q4,,135.354,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",MT,Malta,2023-Q1,,113.268,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",MT,Malta,2023-Q2,,114.998,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",MT,Malta,2023-Q3,,116.206,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",MT,Malta,2023-Q4,,116.596,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",MT,Malta,2024-Q1,,119.533,,,,,
