"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02937V03552","Sector","UNIT","VALUE"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20022","2002Q2","-","All sectors","Euro Million","29808"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20022","2002Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","8247"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20022","2002Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","21561"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20023","2002Q3","-","All sectors","Euro Million","30897"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20023","2002Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","8757"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20023","2002Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","22140"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20024","2002Q4","-","All sectors","Euro Million","31075"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20024","2002Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","8221"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20024","2002Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","22854"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20031","2003Q1","-","All sectors","Euro Million","30784"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20031","2003Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","7118"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20031","2003Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","23666"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20032","2003Q2","-","All sectors","Euro Million","31760"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20032","2003Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","7622"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20032","2003Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","24137"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20033","2003Q3","-","All sectors","Euro Million","32302"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20033","2003Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","7011"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20033","2003Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","25290"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20034","2003Q4","-","All sectors","Euro Million","34528"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20034","2003Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","8745"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20034","2003Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","25783"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20041","2004Q1","-","All sectors","Euro Million","33558"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20041","2004Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","7415"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20041","2004Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","26143"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20042","2004Q2","-","All sectors","Euro Million","34231"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20042","2004Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","7648"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20042","2004Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","26583"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20043","2004Q3","-","All sectors","Euro Million","34196"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20043","2004Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","7289"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20043","2004Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","26906"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20044","2004Q4","-","All sectors","Euro Million","35365"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20044","2004Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","7757"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20044","2004Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","27608"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20051","2005Q1","-","All sectors","Euro Million","36660"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20051","2005Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","8192"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20051","2005Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","28468"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20052","2005Q2","-","All sectors","Euro Million","36903"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20052","2005Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","7506"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20052","2005Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","29397"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20053","2005Q3","-","All sectors","Euro Million","37368"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20053","2005Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","7338"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20053","2005Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","30030"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20054","2005Q4","-","All sectors","Euro Million","38465"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20054","2005Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","7601"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20054","2005Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","30864"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20061","2006Q1","-","All sectors","Euro Million","39714"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20061","2006Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","7448"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20061","2006Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","32266"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20062","2006Q2","-","All sectors","Euro Million","40338"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20062","2006Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","8066"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20062","2006Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","32271"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20063","2006Q3","-","All sectors","Euro Million","40719"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20063","2006Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","8108"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20063","2006Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","32611"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20064","2006Q4","-","All sectors","Euro Million","42017"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20064","2006Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","7506"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20064","2006Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","34511"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20071","2007Q1","-","All sectors","Euro Million","42907"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20071","2007Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","8415"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20071","2007Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","34492"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20072","2007Q2","-","All sectors","Euro Million","43356"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20072","2007Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","7873"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20072","2007Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","35482"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20073","2007Q3","-","All sectors","Euro Million","43948"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20073","2007Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","7945"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20073","2007Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","36003"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20074","2007Q4","-","All sectors","Euro Million","45035"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20074","2007Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","8766"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20074","2007Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","36269"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20081","2008Q1","-","All sectors","Euro Million","42080"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20081","2008Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","8075"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20081","2008Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","34004"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20082","2008Q2","-","All sectors","Euro Million","42240"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20082","2008Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","8438"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20082","2008Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","33802"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20083","2008Q3","-","All sectors","Euro Million","42474"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20083","2008Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","9058"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20083","2008Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","33416"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20084","2008Q4","-","All sectors","Euro Million","40729"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20084","2008Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","7656"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20084","2008Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","33073"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20091","2009Q1","-","All sectors","Euro Million","38257"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20091","2009Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","9290"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20091","2009Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","28968"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20092","2009Q2","-","All sectors","Euro Million","38479"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20092","2009Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","9557"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20092","2009Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","28922"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20093","2009Q3","-","All sectors","Euro Million","38212"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20093","2009Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","9254"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20093","2009Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","28958"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20094","2009Q4","-","All sectors","Euro Million","37785"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20094","2009Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","9003"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20094","2009Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","28782"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20101","2010Q1","-","All sectors","Euro Million","37739"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20101","2010Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","9096"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20101","2010Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","28642"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20102","2010Q2","-","All sectors","Euro Million","37423"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20102","2010Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","8625"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20102","2010Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","28798"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20103","2010Q3","-","All sectors","Euro Million","38382"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20103","2010Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","9354"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20103","2010Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","29027"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20104","2010Q4","-","All sectors","Euro Million","38937"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20104","2010Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","9489"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20104","2010Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","29448"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20111","2011Q1","-","All sectors","Euro Million","38818"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20111","2011Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","9561"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20111","2011Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","29257"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20112","2011Q2","-","All sectors","Euro Million","39838"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20112","2011Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","10105"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20112","2011Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","29733"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20113","2011Q3","-","All sectors","Euro Million","39504"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20113","2011Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","9620"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20113","2011Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","29883"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20114","2011Q4","-","All sectors","Euro Million","39733"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20114","2011Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","9638"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20114","2011Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","30095"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20121","2012Q1","-","All sectors","Euro Million","40309"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20121","2012Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","10131"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20121","2012Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","30178"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20122","2012Q2","-","All sectors","Euro Million","40329"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20122","2012Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","10085"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20122","2012Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","30244"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20123","2012Q3","-","All sectors","Euro Million","40229"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20123","2012Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","9788"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20123","2012Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","30441"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20124","2012Q4","-","All sectors","Euro Million","40656"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20124","2012Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","9426"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20124","2012Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","31229"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20131","2013Q1","-","All sectors","Euro Million","40847"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20131","2013Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","9634"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20131","2013Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","31213"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20132","2013Q2","-","All sectors","Euro Million","41847"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20132","2013Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","9738"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20132","2013Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","32110"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20133","2013Q3","-","All sectors","Euro Million","43128"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20133","2013Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","10355"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20133","2013Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","32773"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20134","2013Q4","-","All sectors","Euro Million","43079"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20134","2013Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","9722"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20134","2013Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","33357"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20141","2014Q1","-","All sectors","Euro Million","44529"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20141","2014Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","10364"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20141","2014Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","34165"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20142","2014Q2","-","All sectors","Euro Million","47337"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20142","2014Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","12277"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20142","2014Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","35060"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20143","2014Q3","-","All sectors","Euro Million","46863"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20143","2014Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","10979"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20143","2014Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","35883"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20144","2014Q4","-","All sectors","Euro Million","47661"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20144","2014Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","11339"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20144","2014Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","36322"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20151","2015Q1","-","All sectors","Euro Million","61435"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20151","2015Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","24515"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20151","2015Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","36920"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20152","2015Q2","-","All sectors","Euro Million","62982"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20152","2015Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","25604"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20152","2015Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","37378"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20153","2015Q3","-","All sectors","Euro Million","64472"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20153","2015Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","26262"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20153","2015Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","38210"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20154","2015Q4","-","All sectors","Euro Million","66832"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20154","2015Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","28226"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20154","2015Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","38607"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20161","2016Q1","-","All sectors","Euro Million","62686"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20161","2016Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","23833"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20161","2016Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","38853"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20162","2016Q2","-","All sectors","Euro Million","62658"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20162","2016Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","23400"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20162","2016Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","39258"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20163","2016Q3","-","All sectors","Euro Million","63595"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20163","2016Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","24052"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20163","2016Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","39543"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20164","2016Q4","-","All sectors","Euro Million","66156"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20164","2016Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","26762"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20164","2016Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","39393"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20171","2017Q1","-","All sectors","Euro Million","69766"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20171","2017Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","27656"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20171","2017Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42110"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20172","2017Q2","-","All sectors","Euro Million","68995"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20172","2017Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","26641"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20172","2017Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42354"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20173","2017Q3","-","All sectors","Euro Million","72339"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20173","2017Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","29350"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20173","2017Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","42989"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20174","2017Q4","-","All sectors","Euro Million","75370"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20174","2017Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","31972"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20174","2017Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43397"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20181","2018Q1","-","All sectors","Euro Million","76403"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20181","2018Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","32522"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20181","2018Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","43880"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20182","2018Q2","-","All sectors","Euro Million","77190"
