STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),s_adj,Seasonal adjustment,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2023-Q1,,1822107,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2023-Q2,,1815755,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2023-Q3,,1829140,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2023-Q4,,1795824,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2024-Q1,,1811455,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2024-Q2,,1815132,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2024-Q3,,1789190,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2024-Q4,,1839048,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2025-Q1,,1825940,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2025-Q2,,1816882,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2025-Q3,,1821496,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,AT,Austria,2025-Q4,,1833532,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,BE,Belgium,2023-Q1,,2019575,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,BE,Belgium,2023-Q2,,2024770,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,BE,Belgium,2023-Q3,,2030932,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,BE,Belgium,2023-Q4,,2026248,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,BE,Belgium,2024-Q1,,2021767,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,BE,Belgium,2024-Q2,,2021334,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,BE,Belgium,2024-Q3,,2018025,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,BE,Belgium,2024-Q4,,2019602,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,BE,Belgium,2025-Q1,,2029556,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,BE,Belgium,2025-Q2,,2030178,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,BE,Belgium,2025-Q3,,2034730,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2023-Q1,,225205,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2023-Q2,,227187,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2023-Q3,,228329,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2023-Q4,,230654,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2024-Q1,,230900,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2024-Q2,,231775,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2024-Q3,,234331,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2024-Q4,,235098,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2025-Q1,,235103,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2025-Q2,,236752,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2025-Q3,,239267,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,CY,Cyprus,2025-Q4,,242537,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2023-Q1,,15408686,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2023-Q2,,15431952,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2023-Q3,,15439274,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2023-Q4,,15303962,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2024-Q1,,15326634,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2024-Q2,,15373646,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2024-Q3,,15337747,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2024-Q4,,15394371,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2025-Q1,,15394662,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2025-Q2,,15286179,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2025-Q3,,15271017,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,DE,Germany,2025-Q4,,15433479,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2023-Q1,,299215,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2023-Q2,,289091,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2023-Q3,,284501,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2023-Q4,,289546,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2024-Q1,,293656,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2024-Q2,,294661,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2024-Q3,,290919,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2024-Q4,,289487,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2025-Q1,,285366,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2025-Q2,,291520,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2025-Q3,,294968,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EE,Estonia,2025-Q4,,290315,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2023-Q1,,2587817,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2023-Q2,,2561232,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2023-Q3,,2529744,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2023-Q4,,2582111,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2024-Q1,,2628830,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2024-Q2,,2591837,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2024-Q3,,2570357,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2024-Q4,,2597009,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2025-Q1,,2551833,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2025-Q2,,2597226,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2025-Q3,,2557243,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,EL,Greece,2025-Q4,,2624320,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2023-Q1,,8791385,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2023-Q2,,8758569,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2023-Q3,,8915737,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2023-Q4,,8903936,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2024-Q1,,8936312,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2024-Q2,,9017016,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2024-Q3,,9032024,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2024-Q4,,9174048,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2025-Q1,,9111493,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2025-Q2,,9157939,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2025-Q3,,9262466,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,ES,Spain,2025-Q4,,9375096,,p,provisional,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,FI,Finland,2023-Q1,,1084800,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,FI,Finland,2023-Q2,,1080100,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,FI,Finland,2023-Q3,,1066900,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,FI,Finland,2023-Q4,,1056200,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,FI,Finland,2024-Q1,,1074600,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,FI,Finland,2024-Q2,,1063500,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,FI,Finland,2024-Q3,,1058900,,,,,
